title,description,event_type,actor,recipient,actor_id,recipient_id,location,iso3,latitude,longitude,num_sources,date_publish,source_domain,url
"Premiers to meet with Trudeau Wednesday about trade and tariffs, Ford says",Ontario Premier Doug Ford says the country's premiers are meeting virtually Wednesday with the prime minister to discuss the threat of U.S. tariffs on Canadian imports.,CONSULT,Trudeau,,Q420703,,Trudeau,,,,2,2024-12-10 18:01:00,"['toronto.ctvnews.ca', 'globalnews.ca']","['https://toronto.ctvnews.ca/premiers-to-meet-with-trudeau-wednesday-about-trade-and-tariffs-ford-says-1.7140254', 'https://globalnews.ca/news/10910749/canada-premiers-meeting-trudeau-tariffs-ford-says/']"
Liberal ministers downplay Trump's latest dig at Trudeau,"U.S. president-elect Donald Trump made his latest dig on Truth Social, calling Justin Trudeau a ""Governor"" of ""the Great State of Canada.""",SUPPORT,Trump,,Q408352,,Trump,,,,1,2024-12-10 17:59:36,['nationalpost.com'],['https://nationalpost.com/news/politics/governor-state-canada-trump-dig-at-trudeau']
EU foreign policy chief Kallas: legitimate concerns about Syrian sectarian violence,"BRUSSELS (Reuters) - There are legitimate concerns about the risks of sectarian violence in Syria and a resurgence of extremism in the country, the European Union's new foreign policy chief Kaja Kallas said on Tuesday, while pointing to positive early signals.",ASSAULT,Syria,,Q858,,Syria,SYR,33.5102,36.29128,1,2024-12-10 17:50:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/world/2024/12/11/eu-foreign-policy-chief-kallas-legitimate-concerns-about-syrian-sectarian-violence']
"FF TD Robert Troy breached Ethics Act by failing to disclose properties but ‘acted in good faith’, report finds",Standards in Public Office Commission publishes report on investigation into Fianna Fáil TD Robert Troy,ACCUSE,Public Office Commission,Fianna Fáil,,Q216517,Fianna Fáil,,,,1,2024-12-10 17:33:00,['www.irishtimes.com'],['https://www.irishtimes.com/politics/2024/12/10/robert-troy-breached-ethics-act-by-failing-to-disclose-properties-but-acted-in-good-faith-report-finds/']
Trump Taunts 'Governor' Justin Trudeau,Things are getting frosty on the US-Canada border as President-elect Trump and Justin Trudeau continue to duke it out over Trump's threat to slap a 25% tariff on Canadian...,AGREE,Trump,US,Q408352,Q30,US,CAN,45.41117,-75.69812,1,2024-12-10 17:23:00,['www.newser.com'],['https://www.newser.com/story/360838/trump-is-really-needling-justin-trudeau.html']
‘Step towards justice’: US indicts ex-military officials for Syria abuses,"Officers Jamil Hassan and Abdul Salam Mahmoud behind torture of detainees, including US citizens, prosecutors say.",RETREAT,US,,Q30,,US,,,,1,2024-12-10 17:11:31,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/10/step-towards-justice-us-indicts-ex-military-officials-for-syria-abuses']
"Top US hostage negotiator in Middle East to help find, bring home missing reporter",A top U.S. hostage negotiator is in the Middle East to help find and bring home missing reporter Austin Tice.,CONSULT,US,,Q30,,Austin Tice,,,,1,2024-12-10 17:11:31,['www.aol.com'],['https://www.aol.com/top-us-hostage-negotiator-middle-171131306.html']
4 arrested in north BiH for migrant smuggling,"SARAJEVO, Dec. 10 (Xinhua) -- Police arrested four individuals on Tuesday during an operation targeting migrant smuggling in the Bihac area of northern Bosnia and Herzegovina (BiH), the State Investigation and Protection Agency (SIPA) reported.",COERCE,State Investigation and Protection Agency,,Q3442009,,BiH,,,,1,2024-12-10 17:10:00,['www.thestar.com.my'],['https://www.thestar.com.my/news/world/2024/12/11/4-arrested-in-north-bih-for-migrant-smuggling']
What is Iran signalling since the fall of Syria’s Bashar al-Assad?,"A stalwart Assad ally for decades, Iran has to decide how it will approach the new Syria.",AGREE,Iran,Syria,Q794,Q858,Syria,SYR,33.5102,36.29128,1,2024-12-10 16:54:19,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/10/what-is-iran-signalling-since-the-fall-of-syrias-bashar-al-assad']
Trump lawyers and aide hit with 10 additional felony charges in Wisconsin over 2020 fake electors,Wisconsin prosecutors have filed 10 additional felony charges against two attorneys and an aide to President-elect Donald Trump who advised the Republican in 2020 as part of a plan to submit paperwork falsely saying that Trump had won the battleground state that year.,THREATEN,Trump,Wisconsin,Q408352,Q1537,Wisconsin,,,,1,2024-12-10 16:49:36,['apnews.com'],['https://apnews.com/article/wisconsin-trump-fake-electors-5624cb3e441f6866da4f2dd452a902bc']
US sanctions Chinese cybersecurity firm for 'malicious' activities,"The Treasury Department accuses the company and one of its employees of compromising some 80,000 firewalls",COERCE,US,Chinese,Q30,,Chinese,,,,1,2024-12-10 16:35:55,['www.voanews.com'],['https://www.voanews.com/a/us-sanctions-chinese-cybersecurity-firm-for-malicious-activities/7896129.html']
Syrian fighters name Mohammed al-Bashir as caretaker prime minister,Al-Bashir headed the HTS-led Syrian Salvation Government (SSG) in the northwest area of Idlib.,MOBILIZE,Syrian Salvation Government,,Q42662921,,Syrian Salvation Government,SYR,35.93062,36.63393,1,2024-12-10 16:19:33,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/10/rebel-backed-mohamed-al-bashir-appointed-syrias-caretaker-prime-minister']
UK 'one of few nations' that can bring peace to Palestine,The Palestinian ambassador to the UK has insisted Britain is one of “the few nations in the world” which can help bring peace in Palestine as he…,COOPERATE,Palestine,,Q219060,,Palestine,USA,31.76212,-95.63079,1,2024-12-10 16:13:50,['www.thenational.scot'],['https://www.thenational.scot/news/24785551.uk-one-nations-can-bring-peace-palestine/']
Why is Europe pausing Syrian asylum claims after al-Assad’s fall?,Some European countries are freezing asylum applications for people from Syria in the wake of the fall of its regime.,RETREAT,Europe,Syrian,Q458,,Syrian,SYR,33.5102,36.29128,1,2024-12-10 16:07:10,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/10/why-is-europe-pausing-syrian-asylum-claims-after-al-assads-fall']
Pakistan’s military charges former spy chief over ‘political activities’,"Lieutenant-General Faiz Hamid, under arrest since August, is the first spy chief accused of helping a political party.",ASSAULT,Pakistan,Faiz Hamid,Q843,,Faiz Hamid,,,,1,2024-12-10 15:44:47,['www.aljazeera.com'],['https://www.aljazeera.com/news/2024/12/10/pakistans-military-charges-former-spy-chief-over-political-activities']
Saskatchewan fall legislative sitting ends with barbs after civility promise,"Breaking News, Sports, Manitoba, Canada",SANCTION,Saskatchewan,,Q1989,,Saskatchewan,,,,1,2024-12-10 14:55:08,['www.winnipegfreepress.com'],['https://www.winnipegfreepress.com/uncategorized/2024/12/10/saskatchewan-fall-legislative-sitting-ends-with-barbs-after-civility-promise']
Kenyan police fire teargas at protesters marching against femicide,"NAIROBI (Reuters) -Kenyan police fired teargas and arrested at least three people on Tuesday as hundreds protested against a wave of femicides, a Reuters reporter and human rights activists said. Several hundred people - mostly women - marched in the capital Nairobi, where they blew whistles and chanted, ""Stop killing women!"" They were repeatedly dispersed by police officers firing teargas from moving vehicles before regrouping anew. The protesters in Nairobi were peaceful and it was not clear w",ASSAULT,Nairobi,,Q3870,,Nairobi,KEN,-1.28333,36.81667,2,2024-12-10 14:53:48,"['www.aol.com', 'bdnews24.com']","['https://www.aol.com/news/kenyan-police-fire-teargas-protesters-094500047.html', 'https://bdnews24.com/world/aff7a6503b49']"
It is time for justice and accountability in Syria,But that is no easy task.,SANCTION,Syria,,Q858,,,,,,1,2024-12-10 14:41:24,['www.aljazeera.com'],['https://www.aljazeera.com/opinions/2024/12/10/it-is-time-for-justice-and-accountability-in-syria']
"Hope, uncertainty as Edmonton's Syrian community rallies for a safe future",Syrian Edmontonians are greeting the fall of Bashar al-Assad with joy and shock.,CONCEDE,Syrian Edmontonians,Bashar al - Assad,,,Bashar al - Assad,CAN,53.55014,-113.46871,1,2024-12-10 14:00:00,['www.cbc.ca'],['https://www.cbc.ca/news/canada/edmonton/hope-uncertainty-as-edmonton-s-syrian-community-rallies-for-a-safe-future-1.7406034']
"‘Police operation’ over after closures, evacuations near Parliament Hill","Several House of Commons committees being held in Wellington Building, which sits across Wellington Street from Parliament Hill, were suspended after alarms were heard.",MOBILIZE,House of Commons,,Q9247597,,House of Commons,,,,1,2024-12-10 13:55:33,['globalnews.ca'],['https://globalnews.ca/news/10910751/parliamentary-precinct-police-operation-ottawa/']
"New York prosecutors say Trump's criminal conviction should stand: ""President-elect immunity does not exist""",Manhattan prosecutors say Donald Trump's election in November shouldn't mean his conviction in May needs to be vacated.,SANCTION,Trump,,Q408352,,Trump,,,,1,2024-12-10 13:41:00,['www.cbsnews.com'],['https://www.cbsnews.com/news/trump-hush-money-conviction-new-york-prosecutors/']
Quebec premier’s suggestion to ban public prayer panned by Catholic bishops,"François Legault raised the possibility of ending public prayer during a press conference, which he began by saying he wanted to send a 'very clear message to Islamists.'",PROTEST,Quebec,Islamists,Q176,,Islamists,,,,1,2024-12-10 12:27:45,['globalnews.ca'],['https://globalnews.ca/news/10910656/quebec-prayer-ban-catholic-bishops-legault/']
Gunmen kidnap at least 50 people in northwestern Nigeria,"Breaking News, Sports, Manitoba, Canada",SANCTION,Nigeria,,Q1033,,Nigeria,NGA,9.05785,7.49508,1,2024-12-10 12:01:08,['www.winnipegfreepress.com'],['https://www.winnipegfreepress.com/world/2024/12/10/gunmen-kidnap-at-least-50-people-in-northwestern-nigeria']
"Several rounds fired at Sacramento County apartment, sheriff says; investigation underway",An investigation is underway after several rounds were shot at a Sacramento-area apartment Tuesday morning.,ASSAULT,Sacramento,,Q18013,,Sacramento County,USA,-19.86528,-47.44,1,2024-12-10 08:33:00,['www.cbsnews.com'],['https://www.cbsnews.com/sacramento/news/sacramento-county-apartment-complex-shooting-college-oaks-dr/']
New Sacramento Mayor Kevin McCarty sworn in at city council meeting,"For McCarty, it truly was a fight to the finish line in the Sacramento mayoral race.",CONCEDE,New,,,,New,BRA,-19.86528,-47.44,1,2024-12-10 08:17:00,['www.cbsnews.com'],['https://www.cbsnews.com/sacramento/news/kevin-mccarty-sacramento-mayor-swearing-in/']
Assad's fall in Syria weakens Iran but may fuel Islamist resurgence,Analysis - The ouster of the Syrian president leaves a risk of instability and extremism.,CONCEDE,Islam,Syrian,Q432,,Islam,IRN,35.69439,51.42151,1,2024-12-10 07:41:42,['www.rnz.co.nz'],['https://www.rnz.co.nz/news/world/536189/assad-s-fall-in-syria-weakens-iran-but-may-fuel-islamist-resurgence']
Air New Zealand flight to Tahiti forced to turn back after being struck by lightning,Flight NZ902 was bound for Tahiti when it was struck.,ASSAULT,Air New Zealand,,Q204296,,Air New Zealand,PYF,-17.5347,-149.56843,2,2024-12-10 07:12:32,"['www.rnz.co.nz', 'www.nzherald.co.nz']","['https://www.rnz.co.nz/news/national/536185/air-new-zealand-flight-to-tahiti-forced-to-turn-back-after-being-struck-by-lightning', 'https://www.nzherald.co.nz/nz/air-new-zealand-flight-to-papeete-tahiti-hit-by-lightning-strike-returns-to-auckland/7GX6DHFFUZAZJLNXRMVQYU6QPU/']"
《TAIPEI TIMES》 Taiwan places military on high alert,"PLA MANEUVERS: Although Beijing has yet to formally announce military drills, its coast guard vessels have been spotted near and around Taiwan since FridayBy Shelley Shan / Staff reporter",MOBILIZE,Beijing,,Q956,,Taiwan,TWN,25.04776,121.53185,1,2024-12-10 03:00:00,['news.ltn.com.tw'],['https://news.ltn.com.tw/news/focus/breakingnews/4888837']
UN refugee chief urges patience as Syrian refugees weigh options,GENEVA - The U.N. refugee chief on Monday called for patience as millions of Syrian refugees displaced by the 13-year civil war weigh a possible return to the country after the toppling of autocratic president Bashar al-Assad. Read more at straitstimes.com.,RETREAT,GE,Syrian,Q54173,,Syrian,,,,1,2024-12-10 02:12:28,['www.straitstimes.com'],['https://www.straitstimes.com/world/europe/un-refugee-chief-urges-patience-as-syrian-refugees-weigh-options']
"‘From the heart of the north, we are happy for your freedom’","A young girl in northern Gaza sends a heartfelt message to the people of Syria, congratulating them on their freedom.",CONCEDE,Gaza,Syria,Q47492,Q858,Syria,SYR,33.5102,36.29128,1,2024-12-10 00:00:00,['www.aljazeera.com'],['https://www.aljazeera.com/program/newsfeed/2024/12/10/from-the-heart-of-the-north-we-are-happy-for-your']
Pro-Palestinian activists protest Israel during Nobel banquet in Sweden,Protests demand end to ‘terror against Palestinians’ in front of Stockholm City Hall,PROTEST,Palestinians,,Q201190,,Palestinians,ISR,31.76904,35.21633,1,2024-12-10 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/europe/pro-palestinian-activists-protest-israel-during-nobel-banquet-in-sweden/3420883']
Albania-Italy: migration deals risk becoming a requirement for EU membership,European leaders are considering plans to set up more deportation camps in countries that are – like Albania – candidates for EU membership.,SANCTION,European,Albania,,Q222,Albania,COL,11.16099,-72.59238,1,2024-12-10 00:00:00,['theconversation.com'],['https://theconversation.com/albania-italy-migration-deals-risk-becoming-a-requirement-for-eu-membership-241992']
UN urges Israel to stop airstrikes on Syria,"The UN has urged Israel to stop its airstrikes on Syria, saying it could impede the country's transition to peace and stability.",CONCEDE,The UN,Israel,,Q801,Israel,ISR,31.76904,35.21633,1,2024-12-10 00:00:00,['www.channel4.com'],['https://www.channel4.com/news/un-urges-israel-to-stop-airstrikes-on-syria']
‘War does not discriminate between Black and white’: Afro-Palestinian family trapped in Israel’s Gaza genocide,"Abdel, a father of 5 displaced multiple times in Gaza, describes harrowing conditions and fight for survival as Israel continues its genocide",RETREAT,Abdel,Israel,,Q801,Israel,ISR,31.76904,35.21633,1,2024-12-10 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/middle-east/-war-does-not-discriminate-between-black-and-white-afro-palestinian-family-trapped-in-israel-s-gaza-genocide/3420560']
UN chief warns of escalating human rights violations on Human Rights Day,"'Global inequalities are running rampant. Conflicts are intensifying,' says Antonio Guterres",THREATEN,Human Rights Day,,Q206206,,Human Rights Day,,,,1,2024-12-10 00:00:00,['www.aa.com.tr'],['https://www.aa.com.tr/en/world/un-chief-warns-of-escalating-human-rights-violations-on-human-rights-day/3420558']
