title,_end_time,_begin,_begin_precision,uid,description,created,last_modified,location,url
Algeria Referendum 2004,2005-09-29T08:00:00-04:00,2005-09-29T08:00:00-04:00,second,calendar.11749.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Algeria",https://www.ndi.org/node/11749
Iraq Local Election 2013,2013-04-21T00:00:00+00:00,2013-04-20T00:00:00+00:00,day,calendar.12123.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-27T15:18:43+00:00,"Middle East and North Africa, Iraq",https://www.ndi.org/node/12123
Kyrgyzstan Local Election 2005,2005-12-17T10:00:00-05:00,2005-12-17T10:00:00-05:00,second,calendar.11774.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Kyrgyzstan",https://www.ndi.org/node/11774
Cambodia Local Election 2012,2012-06-03T08:00:00-04:00,2012-06-03T08:00:00-04:00,second,calendar.12088.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Cambodia",https://www.ndi.org/node/12088
2015 Bangladesh Municipal Elections,2015-12-30T10:00:00-05:00,2015-12-30T10:00:00-05:00,second,calendar.12427.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Asia, Bangladesh",https://www.ndi.org/node/12427
2021 Ethiopia Parliamentary Elections,2021-06-22T00:00:00+00:00,2021-06-21T00:00:00+00:00,day,calendar.26003.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2021-09-01T13:37:10+00:00,Ethiopia,https://www.ndi.org/2021-ethiopia-parliamentary-elections
2024 Jamaica Local Elections,2024-02-27T00:00:00+00:00,2024-02-26T00:00:00+00:00,day,calendar.27127.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2024-02-15T18:47:14+00:00,Jamaica,https://www.ndi.org/2024-jamaica-local-elections
2018 Colombia Presidential Election,2018-05-28T00:00:00+00:00,2018-05-27T00:00:00+00:00,day,calendar.24834.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2017-11-15T21:38:13+00:00,Colombia,https://www.ndi.org/2018-colombia-presidential-election
2015 Central African Republic Presidential and Parliamentary Elections,2015-12-31T00:00:00+00:00,2015-12-30T00:00:00+00:00,day,calendar.12452.field_ndi_elect_day_date.0@www.ndi.org,Presidential and Parliamentary,2024-07-10T13:22:59+00:00,2017-02-10T16:23:54+00:00,Central African Republic,https://www.ndi.org/node/12452
2019 Mozambique General Election,2019-10-16T00:00:00+00:00,2019-10-15T00:00:00+00:00,day,calendar.25148.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2019-01-02T18:16:21+00:00,"Sub Saharan Africa, Mozambique",https://www.ndi.org/2019-mozambique-general-election
Iran Presidential Election 2009,2009-06-12T08:00:00-04:00,2009-06-12T08:00:00-04:00,second,calendar.11936.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iran",https://www.ndi.org/node/11936
2019 Poland Parliamentary Elections,2019-10-14T00:00:00+00:00,2019-10-13T00:00:00+00:00,day,calendar.25512.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2019-09-23T13:36:09+00:00,Poland,https://www.ndi.org/2019-poland-parliamentary-elections
2015 Ethiopia General Election,2015-05-25T00:00:00+00:00,2015-05-24T00:00:00+00:00,day,calendar.12310.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2017-02-10T17:11:27+00:00,"Sub Saharan Africa, Ethiopia",https://www.ndi.org/node/12310
Honduras Presidential/Legislative Election 2009,2009-11-29T10:00:00-05:00,2009-11-29T10:00:00-05:00,second,calendar.11961.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Honduras",https://www.ndi.org/node/11961
Timor-Leste Presidential (Second Round) Election 2007,2007-05-08T08:00:00-04:00,2007-05-08T08:00:00-04:00,second,calendar.12275.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Timor Leste",https://www.ndi.org/node/12275
Romania Legislative Election 2012,2012-12-09T10:00:00-05:00,2012-12-09T10:00:00-05:00,second,calendar.12108.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Romania",https://www.ndi.org/node/12108
Ethiopia Parliamentary Election 2005,2005-05-15T08:00:00-04:00,2005-05-15T08:00:00-04:00,second,calendar.11759.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Ethiopia",https://www.ndi.org/node/11759
2024 Romania Presidential Election,2024-11-25T00:00:00+00:00,2024-11-24T00:00:00+00:00,day,calendar.27279.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2024-07-08T15:24:22+00:00,Romania,https://www.ndi.org/2024-romania-presidential-election
Togo Parliamentary Election 2013,2013-07-25T08:00:00-04:00,2013-07-25T08:00:00-04:00,second,calendar.12133.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Togo, Sub Saharan Africa",https://www.ndi.org/node/12133
2023 Egypt Presidential Elections,2023-12-13T00:00:00+00:00,2023-12-10T00:00:00+00:00,day,calendar.26990.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2023-09-26T18:31:13+00:00,Egypt,https://www.ndi.org/2023-egypt-presidential-elections
Liberia Presidential/Parliamentary 2005,2005-10-11T08:00:00-04:00,2005-10-11T08:00:00-04:00,second,calendar.11784.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Liberia",https://www.ndi.org/node/11784
Hong Kong Legislative Election 2012,2012-09-09T08:00:00-04:00,2012-09-09T08:00:00-04:00,second,calendar.12098.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Asia, Hong Kong",https://www.ndi.org/node/12098
Georgia Parliamentary Election 2024,2024-10-27T00:00:00+00:00,2024-10-26T00:00:00+00:00,day,calendar.27137.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2024-03-18T15:29:29+00:00,Georgia,https://www.ndi.org/georgia-parliamentary-election-2024
2016 Sudan Referendum on Organization of Darfur,2016-04-13T08:00:00-04:00,2016-04-11T08:00:00-04:00,second,calendar.12462.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Sudan",https://www.ndi.org/node/12462
2024 Croatia PresidentialElection,2025-01-01T00:00:00+00:00,2024-12-31T00:00:00+00:00,day,calendar.27162.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2024-03-18T15:17:18+00:00,Croatia,https://www.ndi.org/2024-croatia-presidentialelection
2016 Abia State (Nigeria) Local Elections,2016-12-18T00:00:00+00:00,2016-12-17T00:00:00+00:00,day,calendar.18526.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2016-12-30T20:09:15+00:00,"Sub Saharan Africa, Nigeria",https://www.ndi.org/node/18526
Turkmenistan Local Election 2009,2009-07-26T08:00:00-04:00,2009-07-26T08:00:00-04:00,second,calendar.11946.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Asia, Turkmenistan",https://www.ndi.org/node/11946
2021 Libya Presidential Elections,2021-12-25T00:00:00+00:00,2021-12-24T00:00:00+00:00,day,calendar.26342.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2021-12-21T18:10:40+00:00,Libya,https://www.ndi.org/2021-libya-presidential-elections
2021 Bulgarian Presidential Elections,2021-11-15T00:00:00+00:00,2021-11-14T00:00:00+00:00,day,calendar.25993.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2021-09-02T15:53:26+00:00,Bulgaria,https://www.ndi.org/2021-bulgarian-presidential-elections
2020 Romania Parliamentary Elections,2020-12-07T00:00:00+00:00,2020-12-06T00:00:00+00:00,day,calendar.25522.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2020-10-27T14:13:21+00:00,Romania,https://www.ndi.org/2020-romania-parliamentary-elections
2016 Belarus Parliamentary Election,2016-09-12T00:00:00+00:00,2016-09-11T00:00:00+00:00,day,calendar.12320.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2017-01-03T20:10:39+00:00,"Eurasia, Belarus",https://www.ndi.org/node/12320
2022 Malaysia General Election,2022-11-20T00:00:00+00:00,2022-11-19T00:00:00+00:00,day,calendar.26646.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2022-10-25T13:18:02+00:00,Malaysia,https://www.ndi.org/2022-malaysia-general-election
Iraq General Election 2010,2010-03-07T10:00:00-05:00,2010-03-07T10:00:00-05:00,second,calendar.11971.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iraq",https://www.ndi.org/node/11971
2021 Peru General Elections,2021-04-12T00:00:00+00:00,2021-04-11T00:00:00+00:00,day,calendar.25826.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:22:59+00:00,2020-07-28T18:37:06+00:00,Peru,https://www.ndi.org/2021-peru-general-elections
Ecuador Constitutional Referendum 2008,2008-09-28T08:00:00-04:00,2008-09-28T08:00:00-04:00,second,calendar.12285.field_ndi_elect_day_date.0@www.ndi.org,Constitutional Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Ecuador, Latin America & the Caribbean",https://www.ndi.org/node/12285
2023 Democratic Republic of the Congo Presidential Election,2023-12-21T00:00:00+00:00,2023-12-20T00:00:00+00:00,day,calendar.26671.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2022-11-29T15:52:06+00:00,Democratic Republic of Congo (DRC),https://www.ndi.org/2023-democratic-republic-congo-presidential-election
Slovakia General Election 2006,2006-06-17T08:00:00-04:00,2006-06-17T08:00:00-04:00,second,calendar.11804.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Central and Eastern Europe, Slovakia",https://www.ndi.org/node/11804
Djibouti Parliamentary Election 2013,2013-02-22T10:00:00-05:00,2013-02-22T10:00:00-05:00,second,calendar.12118.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Djibouti",https://www.ndi.org/node/12118
Iraq Transitional National Assembly Election 2005,2005-01-30T10:00:00-05:00,2005-01-30T10:00:00-05:00,second,calendar.11769.field_ndi_elect_day_date.0@www.ndi.org,National Assembly,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Iraq",https://www.ndi.org/node/11769
Azerbaijan Presidential Election 2013,2013-10-09T08:00:00-04:00,2013-10-09T08:00:00-04:00,second,calendar.12143.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Azerbaijan, Eurasia",https://www.ndi.org/node/12143
2017 Jordan Local Elections,2017-08-16T00:00:00+00:00,2017-08-15T00:00:00+00:00,day,calendar.24525.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2017-03-20T13:55:15+00:00,Jordan,https://www.ndi.org/2017-jordan-local-elections
Nicaragua Local Election 2006,2006-03-05T10:00:00-05:00,2006-03-05T10:00:00-05:00,second,calendar.11794.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Latin America & the Caribbean, Nicaragua",https://www.ndi.org/node/11794
2023 Montenegro Parliamentary Elections,2023-06-12T00:00:00+00:00,2023-06-11T00:00:00+00:00,day,calendar.26833.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2023-05-31T13:50:03+00:00,Central and Eastern Europe,https://www.ndi.org/2023-montenegro-parliamentary-elections
2020 Mongolia Parliamentary Elections,2020-06-25T00:00:00+00:00,2020-06-24T00:00:00+00:00,day,calendar.25674.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2020-04-14T17:17:25+00:00,Mongolia,https://www.ndi.org/2020-mongolia-parliamentary-elections
Burma Parliamentary Election 2010,2010-11-08T00:00:00+00:00,2010-11-07T00:00:00+00:00,day,calendar.12001.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-12T16:47:57+00:00,"Asia, Burma/Myanmar",https://www.ndi.org/node/12001
2024 Algeria Presidential Election,2024-09-08T00:00:00+00:00,2024-09-07T00:00:00+00:00,day,calendar.27172.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2024-03-22T15:01:38+00:00,Algeria,https://www.ndi.org/2024-algeria-presidential-election
2015 El Salvador Parliamentary Election,2015-03-02T00:00:00+00:00,2015-03-01T00:00:00+00:00,day,calendar.12305.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2017-02-10T18:56:46+00:00,"Latin America & the Caribbean, El Salvador",https://www.ndi.org/node/12305
Moldova Presidential/Parliamentary Election 2009,2009-10-28T08:00:00-04:00,2009-10-28T08:00:00-04:00,second,calendar.11956.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Moldova",https://www.ndi.org/node/11956
2022 Serbia Presidential and Legislative Elections,2022-04-04T00:00:00+00:00,2022-04-03T00:00:00+00:00,day,calendar.26352.field_ndi_elect_day_date.0@www.ndi.org,"Legislative, Presidential",2024-07-10T13:22:59+00:00,2021-12-14T20:15:50+00:00,Serbia,https://www.ndi.org/2022-serbia-presidential-and-legislative-elections
2020 Côte d'Ivoire General Elections,2020-11-01T00:00:00+00:00,2020-10-31T00:00:00+00:00,day,calendar.25532.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2020-08-31T15:16:11+00:00,Côte d’Ivoire,https://www.ndi.org/2020-c-te-divoire-general-elections
Peru Presidential 2nd Round Election 2011,2011-06-05T08:00:00-04:00,2011-06-05T08:00:00-04:00,second,calendar.12330.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Peru, Latin America & the Caribbean",https://www.ndi.org/node/12330
Egypt Parliamentary Upper House 2010,2010-06-01T08:00:00-04:00,2010-06-01T08:00:00-04:00,second,calendar.11981.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/11981
Tanzania General/Regional (Zanzibar) Election 2010,2010-11-01T00:00:00+00:00,2010-10-31T00:00:00+00:00,day,calendar.12295.field_ndi_elect_day_date.0@www.ndi.org,Regional,2024-07-10T13:22:59+00:00,2016-10-28T13:49:41+00:00,"Sub Saharan Africa, Tanzania, Zanzibar",https://www.ndi.org/node/12295
Bahrain Parliamentary Election 2006,2006-10-31T10:00:00-05:00,2006-10-01T08:00:00-04:00,second,calendar.11814.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Bahrain",https://www.ndi.org/node/11814
Mali Constitutional Referendum,2021-11-01T00:00:00+00:00,2021-10-31T00:00:00+00:00,day,calendar.26210.field_ndi_elect_day_date.0@www.ndi.org,Referendum,2024-07-10T13:22:59+00:00,2021-07-13T21:18:06+00:00,Mali,https://www.ndi.org/mali-constitutional-referendum
Philippines Legislative/Local Election 2013,2013-05-13T08:00:00-04:00,2013-05-13T08:00:00-04:00,second,calendar.12128.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Philippines, Asia",https://www.ndi.org/node/12128
Philippines Presidential/Parliamentary Election 2004,2004-05-10T08:00:00-04:00,2004-05-10T08:00:00-04:00,second,calendar.11779.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Philippines, Asia",https://www.ndi.org/node/11779
Mali Parliamentary Runoff 2013,2013-12-15T10:00:00-05:00,2013-12-15T10:00:00-05:00,second,calendar.12153.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Mali",https://www.ndi.org/node/12153
2016 Ghana Presidential and Parliamentary Elections,2016-12-08T00:00:00+00:00,2016-12-07T00:00:00+00:00,day,calendar.12457.field_ndi_elect_day_date.0@www.ndi.org,"Parliamentary, Presidential",2024-07-10T13:22:59+00:00,2017-01-12T19:04:45+00:00,"Sub Saharan Africa, Ghana",https://www.ndi.org/node/12457
Egypt Parliamentary (Lower House) Second Round Election 2010,2010-11-28T10:00:00-05:00,2010-11-28T10:00:00-05:00,second,calendar.12011.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12011
2021 Niger Presidential Runoff Election,2021-02-22T00:00:00+00:00,2021-02-21T00:00:00+00:00,day,calendar.25988.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2020-12-16T21:37:41+00:00,Niger,https://www.ndi.org/2021-niger-presidential-runoff-election
2019 Croatia Presidential Election,2019-12-23T00:00:00+00:00,2019-12-22T00:00:00+00:00,day,calendar.25517.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:22:59+00:00,2019-11-20T15:34:42+00:00,Croatia,https://www.ndi.org/2019-croatia-presidential-election
2015 Colombia Municipal Election,2015-10-26T00:00:00+00:00,2015-10-25T00:00:00+00:00,day,calendar.12315.field_ndi_elect_day_date.0@www.ndi.org,Municipal,2024-07-10T13:22:59+00:00,2017-02-10T16:44:10+00:00,"Latin America & the Caribbean, Colombia",https://www.ndi.org/node/12315
2022 Tunisia Parliamentary Election,2022-12-18T00:00:00+00:00,2022-12-17T00:00:00+00:00,day,calendar.26362.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:22:59+00:00,2021-12-17T14:41:59+00:00,Tunisia,https://www.ndi.org/2022-tunisia-parliamentary-election
Uzbekistan Parliamentary Election 2009,2009-12-27T10:00:00-05:00,2009-12-27T10:00:00-05:00,second,calendar.11966.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Uzbekistan, Eurasia",https://www.ndi.org/node/11966
2020 Moldova Presidential Elections,2020-11-02T00:00:00+00:00,2020-11-01T00:00:00+00:00,day,calendar.25542.field_ndi_elect_day_date.0@www.ndi.org,Presidential,2024-07-10T13:23:00+00:00,2020-10-19T21:26:36+00:00,Moldova,https://www.ndi.org/2020-moldova-presidential-elections
Egypt Presidential Election 2012,2012-06-17T08:00:00-04:00,2012-06-16T08:00:00-04:00,second,calendar.12340.field_ndi_elect_day_date.0@www.ndi.org,Presidential Runoff,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Middle East and North Africa, Egypt",https://www.ndi.org/node/12340
Burundi Local Election 2010,2010-09-07T08:00:00-04:00,2010-09-07T08:00:00-04:00,second,calendar.11991.field_ndi_elect_day_date.0@www.ndi.org,Local,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Sub Saharan Africa, Burundi",https://www.ndi.org/node/11991
2023 Zimbabwe General Elections,2023-08-24T00:00:00+00:00,2023-08-23T00:00:00+00:00,day,calendar.26691.field_ndi_elect_day_date.0@www.ndi.org,General,2024-07-10T13:23:00+00:00,2023-05-31T13:58:57+00:00,Zimbabwe,https://www.ndi.org/2023-zimbabwe-general-elections
Kyrgyzstan Parliamentary Election 2006,2006-12-31T10:00:00-05:00,2006-12-01T10:00:00-05:00,second,calendar.11824.field_ndi_elect_day_date.0@www.ndi.org,Parliamentary,2024-07-10T13:22:59+00:00,2016-10-28T16:22:30+00:00,"Eurasia, Kyrgyzstan",https://www.ndi.org/node/11824
Rwanda Legislative Election 2013,2013-09-16T08:00:00-04:00,2013-09-16T08:00:00-04:00,second,calendar.12138.field_ndi_elect_day_date.0@www.ndi.org,Legislative,2024-07-10T13:23:00+00:00,2016-10-28T16:22:30+00:00,"Rwanda, Sub Saharan Africa",https://www.ndi.org/node/12138
